date,message_id,message,views,forwards
2025-04-10 13:00:00+00:00,1407,$PROMPT added to Binance alpha projects,16425.0,38.0
2025-04-10 12:40:05+00:00,1406,$PROMPT listed on OKX futures,12528.0,14.0
2025-04-10 12:20:00+00:00,1405,$FHE added to Binance alpha projects,12273.0,28.0
2025-04-10 10:27:46+00:00,1404,$BABY listed on Bybit futures,12286.0,13.0
2025-04-10 10:15:08+00:00,1403,$WCT added to Binance launchpool,16919.0,131.0
2025-04-10 08:00:20+00:00,1402,$XAUT listed on Bybit spot,11821.0,13.0
2025-04-10 07:04:41+00:00,1401,$BABY listed on Bithumb spot,14145.0,38.0
2025-04-10 06:20:03+00:00,1400,$BABY listed on OKX futures,11760.0,14.0
2025-04-09 13:22:42+00:00,1399,$BABY1 listed on Bybit spot,11798.0,12.0
2025-04-09 12:45:52+00:00,1396,$BABY listed on OKX spot and pre-market,11826.0,18.0
2025-04-09 12:45:37+00:00,1395,$PROMPT listed on OKX spot,11543.0,13.0
2025-04-09 08:42:20+00:00,1394,$BABY added to Binance hodler airdrops,23632.0,79.0
2025-04-09 08:26:18+00:00,1393,$MLN listed on Bybit futures,11643.0,10.0
2025-04-08 15:10:00+00:00,1392,$RFC added to Binance alpha projects,21613.0,149.0
2025-04-08 06:21:10+00:00,1391,$FORTH listed on Binance futures,14338.0,35.0
2025-04-08 06:00:02+00:00,1390,$FHE soon on Bybit spot,13960.0,30.0
2025-04-06 15:34:25+00:00,1389,$PAXG listed on Hyperliquid futures,18255.0,28.0
2025-04-05 10:24:55+00:00,1388,$BABY listed on Binance futures,16956.0,58.0
2025-04-04 07:04:43+00:00,1387,$FIL listed on Upbit spot (KRW),21514.0,55.0
2025-04-04 02:18:04+00:00,1386,$AMP listed on Bithumb spot,17124.0,24.0
2025-04-03 16:00:03+00:00,1385,"$NIL, $VINE, $GUN, $EDGE listed on Coinbase International futures",31278.0,83.0
2025-04-03 11:45:33+00:00,1384,$XAUT listed on Bybit futures,16142.0,15.0
2025-04-03 09:49:42+00:00,1383,$BABY listed on Bybit pre-market,19156.0,44.0
2025-04-03 08:50:00+00:00,1382,$STO added to Binance alpha projects,21848.0,44.0
2025-04-02 21:30:01+00:00,1381,$RSR added to Coinbase roadmap,17086.0,32.0
2025-04-02 19:39:47+00:00,1380,$EDGE listed on Coinbase spot,16554.0,38.0
2025-04-02 13:38:08+00:00,1379,$ATH listed on Binance futures,21136.0,67.0
2025-04-02 10:20:00+00:00,1378,$SAFE added to Binance alpha projects,14436.0,23.0
2025-04-02 10:20:00+00:00,1377,$ZETA added to Binance alpha projects,14091.0,26.0
2025-04-01 17:05:00+00:00,1376,$PUMP added to Binance alpha projects,16170.0,59.0
2025-04-01 13:54:00+00:00,1375,$MEW added to Binance alpha projects,15088.0,44.0
2025-04-01 13:54:00+00:00,1374,$BIGTIME added to Binance alpha projects,14445.0,35.0
2025-04-01 13:54:00+00:00,1373,$ATH added to Binance alpha projects,16414.0,35.0
2025-04-01 13:54:00+00:00,1372,$GRASS added to Binance alpha projects,14684.0,54.0
2025-04-01 08:42:59+00:00,1371,$KERNEL added to Binance megadrop,20788.0,94.0
2025-04-01 07:05:01+00:00,1370,$COMP listed on Upbit spot (KRW),13383.0,54.0
2025-04-01 02:46:45+00:00,1369,$REZ listed on Bithumb spot,13192.0,33.0
2025-03-31 15:56:32+00:00,1368,"$DOGINME, $KEYCAT listed on Coinbase spot",23513.0,105.0
2025-03-31 14:00:01+00:00,1367,$PUMP soon on Bybit spot,13559.0,52.0
2025-03-31 13:21:29+00:00,1366,$GUN listed on Bybit futures,12722.0,14.0
2025-03-31 12:30:38+00:00,1365,$GUN listed on Binance futures,13194.0,58.0
2025-03-31 07:02:10+00:00,1364,"$FUN, $MLN listed on Binance futures",11599.0,28.0
2025-03-28 19:43:36+00:00,1363,$KEYCAT added to Coinbase roadmap,16524.0,88.0
2025-03-28 16:00:09+00:00,1362,"$L3, $FAI listed on Coinbase International futures",15534.0,25.0
2025-03-28 09:48:35+00:00,1361,$BANANAS31 listed on Bybit futures,15935.0,19.0
2025-03-28 01:53:50+00:00,1360,$ORCA listed on Bithumb spot,16593.0,23.0
2025-03-27 17:29:37+00:00,1359,"$MUBARAK, $BROCCOLI714, $TUT, $BANANAS31 listed on Binance spot",47782.0,342.0
2025-03-27 17:15:00+00:00,1358,$GHIBLI added to Binance alpha projects,27126.0,213.0
2025-03-27 16:00:19+00:00,1357,$BNB listed on Coinbase International futures,43277.0,110.0
2025-03-27 13:59:45+00:00,1356,$WAL listed on Binance futures,24544.0,68.0
2025-03-27 13:29:24+00:00,1355,$GUN added to Binance launchpool,31693.0,113.0
2025-03-27 12:30:00+00:00,1354,$KILO added to Binance alpha projects,24480.0,85.0
2025-03-27 10:27:33+00:00,1353,$WAL listed on Bybit futures,14670.0,15.0
2025-03-27 07:07:26+00:00,1352,$PAXG listed on Binance futures,17130.0,32.0
2025-03-27 06:55:56+00:00,1351,$WAL listed on Upbit spot (KRW),22575.0,84.0
2025-03-27 06:00:06+00:00,1350,$FLUID listed on OKX spot,14310.0,20.0
2025-03-27 02:55:22+00:00,1349,$WAL listed on Bithumb spot,15988.0,47.0
2025-03-26 18:14:45+00:00,1348,"$ALT, $PENDLE, $L3 listed on Coinbase spot",14649.0,63.0
2025-03-26 18:09:06+00:00,1347,$FAI listed on Coinbase spot,15044.0,44.0
2025-03-26 15:16:12+00:00,1346,"$JELLYJELLY, $MAVIA listed on Binance futures",58306.0,437.0
2025-03-26 09:00:08+00:00,1345,$CORN listed on Bybit spot,29133.0,73.0
2025-03-25 13:18:28+00:00,1344,$PARTI listed on Bybit futures,12812.0,9.0
2025-03-25 12:30:08+00:00,1343,$PARTI listed on Binance futures,22334.0,70.0
2025-03-25 11:10:00+00:00,1342,$PARTI added to Binance alpha projects,14433.0,49.0
2025-03-25 10:05:31+00:00,1341,$B3TR added to Bybit launchpool,12539.0,18.0
2025-03-25 08:00:04+00:00,1340,$KILO soon on Bybit spot,28346.0,97.0
2025-03-25 06:00:53+00:00,1339,$NAVX listed on OKX spot,18651.0,34.0
2025-03-25 06:00:02+00:00,1338,$PARTI soon on Bybit spot,12492.0,20.0
2025-03-25 02:57:18+00:00,1337,"$RED, $NIL listed on Bithumb spot",16685.0,42.0
2025-03-24 15:56:51+00:00,1336,$PARTI added to Binance hodler airdrops,13379.0,67.0
2025-03-24 13:32:34+00:00,1335,$NIL listed on Bybit futures,11870.0,11.0
2025-03-24 13:14:48+00:00,1334,$NIL listed on Hyperliquid futures,11989.0,14.0
2025-03-24 12:30:23+00:00,1333,$NIL listed on Binance futures,13916.0,56.0
2025-03-24 12:00:52+00:00,1332,$AMI listed on Bybit spot,16709.0,14.0
2025-03-24 10:05:06+00:00,1331,$WAL listed on Bybit spot,13765.0,32.0
2025-03-24 10:01:14+00:00,1330,$PARTI listed on OKX spot,14388.0,52.0
2025-03-24 08:40:01+00:00,1329,$BUBB added to Binance alpha projects,19909.0,143.0
2025-03-24 08:40:00+00:00,1328,$AGON added to Binance alpha projects,11985.0,27.0
2025-03-22 13:38:52+00:00,1327,"We're looking for a cracked intern to help us build a dashboard analyzing listings' impact on price/volume

Also, if you enjoy this channel give us a boost to unlock cool features 🙏",11283.0,24.0
2025-03-22 06:50:00+00:00,1323,$QUQ added to Binance alpha projects,35871.0,123.0
2025-03-22 06:50:00+00:00,1322,$TAT added to Binance alpha projects,13572.0,60.0
2025-03-22 05:13:21+00:00,1321,$ACX listed on Bithumb spot,13455.0,37.0
2025-03-22 03:25:38+00:00,1320,$SIREN listed on Bybit futures,12569.0,19.0
2025-03-21 10:46:17+00:00,1319,"$BR, $PLUME listed on Binance futures",28957.0,82.0
2025-03-21 10:19:00+00:00,1318,$MUBARAKAH added to Binance alpha projects,20452.0,99.0
2025-03-21 10:19:00+00:00,1317,$PLUME added to Binance alpha projects,19232.0,60.0
2025-03-21 10:19:00+00:00,1316,$AFT added to Binance alpha projects,12675.0,20.0
2025-03-21 04:57:31+00:00,1315,$ORCA listed on Upbit spot (KRW),35767.0,92.0
2025-03-21 02:15:49+00:00,1314,$PAXG listed on Bithumb spot,13891.0,18.0
2025-03-20 18:51:44+00:00,1313,"$ALT, $PENDLE, $L3 added to Coinbase roadmap",21602.0,51.0
2025-03-20 16:00:12+00:00,1312,"$AKT, $ZEC, $WELL listed on Coinbase International futures",15936.0,30.0
2025-03-20 15:59:05+00:00,1311,$FAI added to Coinbase roadmap,20653.0,58.0
2025-03-20 13:32:48+00:00,1310,$BR listed on Bybit futures,12441.0,18.0
2025-03-20 12:20:00+00:00,1309,$BR added to Binance alpha projects,17968.0,90.0
2025-03-20 10:49:19+00:00,1308,$BR listed on Bybit spot,12428.0,38.0
2025-03-20 10:14:42+00:00,1307,$NIL added to Binance launchpool,20097.0,91.0
2025-03-20 08:53:45+00:00,1306,$VVV listed on Bybit spot,11926.0,16.0
2025-03-19 10:05:45+00:00,1305,$TUT listed on Bybit futures,12227.0,51.0
2025-03-19 10:03:48+00:00,1304,$FORM listed on Bybit futures,11796.0,14.0
2025-03-19 07:30:16+00:00,1303,"$XUSD, $FORM listed on Binance futures",11971.0,28.0
2025-03-18 10:00:03+00:00,1302,$VVV soon on Bybit spot,12373.0,23.0
2025-03-18 09:52:08+00:00,1301,$BMT added to Binance hodler airdrops,26061.0,72.0
2025-03-18 06:20:00+00:00,1300,$TUT added to Binance alpha projects,22907.0,104.0
2025-03-18 02:15:07+00:00,1299,$BMT listed on Bithumb spot,15660.0,36.0
2025-03-17 12:00:03+00:00,1298,$BR soon on Bybit spot,12776.0,16.0
2025-03-17 11:31:04+00:00,1297,"$BMT, $MUBARAK listed on Binance futures",28268.0,164.0
2025-03-17 07:59:49+00:00,1296,$MUBARAK listed on Bybit futures,19997.0,78.0
2025-03-17 07:00:05+00:00,1295,$XUSD listed on Binance spot,12773.0,30.0
2025-03-15 12:15:00+00:00,1294,$MUBARAK added to Binance alpha projects,27104.0,240.0
2025-03-14 08:25:47+00:00,1293,$EPIC listed on Bybit futures,14887.0,13.0
2025-03-14 05:17:11+00:00,1292,$OBT listed on Bithumb spot,15662.0,22.0
2025-03-14 00:19:49+00:00,1291,$DOGINME added to Coinbase roadmap,25189.0,78.0
2025-03-13 16:00:28+00:00,1290,"$REZ, $GRASS, $RARE listed on Coinbase International futures",15159.0,24.0
2025-03-13 13:31:40+00:00,1289,"$PENGU, $POPCAT, $PNUT listed on Robinhood spot",15439.0,71.0
2025-03-13 09:05:41+00:00,1288,"If you run a popular channel, now you can request access to forward and filter listings directly to your channel",12638.0,16.0
2025-03-13 08:55:59+00:00,1287,$VIC listed on Bybit futures,13538.0,17.0
2025-03-13 08:40:18+00:00,1286,$BMT listed on Bybit futures,13159.0,16.0
2025-03-13 07:30:17+00:00,1285,$EPIC listed on Binance futures,21819.0,39.0
2025-03-12 19:04:29+00:00,1284,$SYRUP listed on Coinbase spot,13175.0,31.0
2025-03-12 17:53:13+00:00,1283,$ATH listed on Coinbase spot,31832.0,67.0
2025-03-12 14:59:29+00:00,1282,$VIC listed on Binance futures,12939.0,32.0
2025-03-12 08:17:15+00:00,1281,$PELL added to Bybit launchpool,12557.0,8.0
2025-03-12 07:02:01+00:00,1280,$ELX listed on Bybit futures,12371.0,12.0
2025-03-11 15:56:55+00:00,1279,$RED listed on Coinbase spot,98170.0,74.0
2025-03-11 11:05:00+00:00,1278,$BMT added to Binance alpha projects,18806.0,87.0
2025-03-11 08:25:47+00:00,1277,$SERAPH listed on Bybit futures,12637.0,13.0
2025-03-11 08:25:03+00:00,1276,$PAWS added to Bybit launchpool,13583.0,33.0
2025-03-11 02:20:35+00:00,1275,$ELX listed on Bithumb spot,12453.0,24.0
2025-03-10 15:50:32+00:00,1274,$COOKIE listed on Coinbase spot,33132.0,70.0
2025-03-10 10:03:32+00:00,1273,$BMT listed on Bybit spot,12592.0,17.0
2025-03-10 08:05:11+00:00,1272,$OIK added to Bybit launchpool,12546.0,14.0
2025-03-08 12:00:04+00:00,1271,$BMT soon on Bybit spot,13564.0,14.0
2025-03-08 00:11:07+00:00,1270,"$ATH, $SYRUP added to Coinbase roadmap",24504.0,47.0
2025-03-07 07:30:30+00:00,1269,$ROAM listed on Bybit futures,14844.0,10.0
2025-03-07 05:39:28+00:00,1268,$PAWS listed on Bybit pre-market,17364.0,37.0
2025-03-07 05:38:26+00:00,1267,$AVL listed on Bithumb spot,14867.0,15.0
2025-03-06 15:30:18+00:00,1266,$RED listed on Binance futures,14655.0,13.0
2025-03-06 15:05:03+00:00,1265,$PELL listed on Bybit pre-market,14005.0,13.0
2025-03-06 13:35:25+00:00,1264,$RED listed on Bybit futures,13495.0,18.0
2025-03-06 10:36:49+00:00,1263,$XTER listed on Bybit futures,13070.0,16.0
2025-03-06 10:26:08+00:00,1262,$CPOOL listed on Bybit futures,12884.0,20.0
2025-03-06 10:15:03+00:00,1261,$ELX listed on Bybit spot,14787.0,18.0
2025-03-06 07:01:20+00:00,1260,$RED listed on Bybit spot,12617.0,9.0
2025-03-05 16:53:59+00:00,1259,$REZ listed on Coinbase spot,14600.0,35.0
2025-03-05 15:00:03+00:00,1258,$RED soon on Bybit spot,12875.0,16.0
2025-03-05 13:09:09+00:00,1257,$ARB listed on Robinhood spot,16786.0,71.0
2025-03-05 02:58:09+00:00,1256,"$PLUME, $COW listed on Bithumb spot",13047.0,38.0
2025-03-05 02:47:21+00:00,1255,$KAITO listed on Upbit spot (KRW),18542.0,69.0
2025-03-04 16:00:12+00:00,1254,"$CAKE, $BRETT, $AI16Z listed on Coinbase International futures",21953.0,91.0
2025-03-04 11:00:02+00:00,1253,$ELX soon on Bybit spot,17549.0,43.0
2025-03-04 05:18:54+00:00,1252,$GPS added to Binance hodler airdrops,26083.0,47.0
2025-03-03 15:54:40+00:00,1251,$RED listed on Coinbase International pre-market,13080.0,36.0
2025-02-28 13:00:02+00:00,1250,$AO soon on Bybit spot,15214.0,32.0
2025-02-28 02:12:15+00:00,1248,$SHELL listed on Bithumb spot,16001.0,24.0
2025-02-27 16:27:01+00:00,1247,Now you can add the listings feed to your groups with our new bot,15124.0,32.0
2025-02-27 08:30:03+00:00,1246,$ROAM soon on Bybit spot,21143.0,28.0
2025-02-27 05:15:25+00:00,1245,$SHELL added to Binance hodler airdrops,21234.0,52.0
2025-02-26 19:44:55+00:00,1244,$COOKIE added to Coinbase roadmap,17669.0,49.0
2025-02-26 16:52:02+00:00,1243,$MORPHO listed on Coinbase spot,23240.0,45.0
2025-02-26 09:20:00+00:00,1242,$AVL added to Binance alpha projects,13539.0,39.0
2025-02-26 09:20:00+00:00,1241,$VINU added to Binance alpha projects,13185.0,30.0
2025-02-26 09:20:00+00:00,1240,$PAIN added to Binance alpha projects,12889.0,53.0
2025-02-26 09:20:00+00:00,1239,$JELLYJELLY added to Binance alpha projects,12846.0,55.0
2025-02-25 16:00:09+00:00,1238,"$VIRTUAL, $KAITO, $B3 listed on Coinbase International futures",19972.0,85.0
2025-02-25 12:20:01+00:00,1237,$RED listed on Aevo pre-market,12096.0,14.0
2025-02-25 09:11:20+00:00,1236,$RED added to Binance launchpool and pre-market,20337.0,60.0
2025-02-25 08:40:12+00:00,1235,$COW listed on Upbit spot (KRW),12516.0,45.0
2025-02-25 03:28:22+00:00,1234,$ENA listed on Bithumb spot,11630.0,34.0
2025-02-25 00:55:38+00:00,1233,$REZ added to Coinbase roadmap,11317.0,26.0
2025-02-21 10:58:40+00:00,1230,,13851.0,3.0
2025-02-21 10:56:20+00:00,1229,"Some updates from us: 
- Our listings API is live! Fill out the form If you haven’t already to gain access
- We’ve created @DelistingsFeed for those interested in inverse investments
- We’re exploring ways to sustain our operations and looking for chad channel sponsors",12244.0,24.0
2025-02-21 08:15:07+00:00,1228,$TOKEN added to Binance alpha projects,12157.0,26.0
2025-02-21 08:15:02+00:00,1227,$CPOOL added to Binance alpha projects,11722.0,28.0
2025-02-21 08:15:01+00:00,1226,$DRIFT added to Binance alpha projects,11246.0,19.0
2025-02-21 08:15:01+00:00,1225,$VVV added to Binance alpha projects,11281.0,21.0
2025-02-21 08:15:01+00:00,1224,$B3 added to Binance alpha projects,11292.0,20.0
2025-02-21 08:15:01+00:00,1223,$FLUID added to Binance alpha projects,11149.0,21.0
2025-02-21 05:10:04+00:00,1222,$ARKM listed on Upbit spot,12005.0,36.0
2025-02-21 05:00:03+00:00,1221,$JTO listed on Upbit spot (KRW),16240.0,58.0
2025-02-20 15:27:39+00:00,1220,$KAITO listed on Coinbase spot,21829.0,63.0
2025-02-20 13:35:09+00:00,1219,$KAITO listed on Bybit futures,11193.0,23.0
2025-02-20 13:12:50+00:00,1218,$KAITO listed on Hyperliquid futures,11095.0,29.0
2025-02-20 12:30:29+00:00,1217,$KAITO listed on Binance futures,16237.0,66.0
2025-02-20 10:57:00+00:00,1216,$AVL listed on Bybit futures,10467.0,7.0
2025-02-20 05:10:07+00:00,1215,$KAITO listed on OKX futures,10647.0,13.0
2025-02-20 02:50:54+00:00,1214,$KAITO listed on Bithumb spot,15449.0,47.0
2025-02-19 21:29:47+00:00,1213,$PYTH listed on Coinbase spot,12963.0,49.0
2025-02-19 20:46:21+00:00,1212,$CLANKER added to Coinbase roadmap,13480.0,89.0
2025-02-19 18:01:40+00:00,1211,$TAO listed on Coinbase spot,12856.0,60.0
2025-02-19 11:22:52+00:00,1210,"$BROCCOLI, $PERRY, $BNBXBT, $SIREN added to Binance alpha projects",21157.0,100.0
2025-02-19 10:31:10+00:00,1205,$KAITO added to Binance hodler airdrops,21516.0,67.0
2025-02-19 10:00:17+00:00,1204,$KAITO listed on OKX spot,117711.0,143.0
2025-02-19 04:04:22+00:00,1203,$HYPE listed on OKX futures,25697.0,71.0
2025-02-19 01:57:03+00:00,1202,$GNO listed on Bithumb spot,11329.0,19.0
2025-02-18 15:30:16+00:00,1201,$EURC listed on Coinbase International futures,11138.0,13.0
2025-02-18 08:29:30+00:00,1200,$GPS listed on Bybit futures,11026.0,14.0
2025-02-18 04:00:35+00:00,1199,$PI listed on OKX futures,16813.0,85.0
2025-02-17 15:09:00+00:00,1198,"$GPS, $SHELL listed on Binance futures",22656.0,56.0
2025-02-17 08:24:19+00:00,1197,$SHELL listed on Bybit futures,19293.0,28.0
2025-02-17 04:06:19+00:00,1196,$CORN listed on Bybit pre-market,13446.0,29.0
2025-02-16 15:41:53+00:00,1195,$OM listed on Hyperliquid futures,16468.0,30.0
2025-02-14 22:14:03+00:00,1194,"$MORPHO, $PYTH added to Coinbase roadmap",13766.0,26.0
2025-02-14 19:02:33+00:00,1193,$PYTH listed on Robinhood spot,27418.0,90.0
2025-02-14 18:59:57+00:00,1192,$RAY listed on Robinhood spot,30487.0,75.0
2025-02-14 14:10:01+00:00,1191,$KAITO listed on Aevo pre-market,23728.0,58.0
2025-02-14 12:48:05+00:00,1190,$RED listed on Bybit pre-market,12491.0,14.0
2025-02-14 12:29:59+00:00,1189,$BROCCOLI listed on Bybit futures,20182.0,165.0
2025-02-14 10:28:20+00:00,1188,$JAILSTOOL listed on Bybit futures,12335.0,45.0
2025-02-14 09:53:44+00:00,1187,$HEI listed on Bybit futures,11606.0,6.0
2025-02-14 09:20:02+00:00,1186,$SEA listed on Aevo pre-market,12175.0,33.0
2025-02-14 02:14:29+00:00,1185,$THE listed on Bithumb spot,14942.0,36.0
2025-02-13 16:00:17+00:00,1184,"$SPX, $KAS listed on Coinbase International futures",11457.0,28.0
2025-02-13 15:04:55+00:00,1183,$IP listed on Binance futures,20246.0,40.0
2025-02-13 14:05:01+00:00,1182,$SHELL added to Binance alpha projects,10943.0,40.0
2025-02-13 13:27:24+00:00,1181,$IP listed on Coinbase spot,29456.0,60.0
2025-02-13 09:45:13+00:00,1180,$B3 listed on Binance futures,15456.0,42.0
2025-02-13 09:35:25+00:00,1179,$IP listed on Bybit futures,11720.0,11.0
2025-02-13 09:28:01+00:00,1178,$GPS added to Binance alpha projects,9390.0,20.0
2025-02-13 09:25:02+00:00,1177,$KMNO added to Binance alpha projects,9198.0,23.0
2025-02-13 09:22:02+00:00,1176,$VIRTUAL added to Binance alpha projects,10513.0,61.0
2025-02-13 09:20:01+00:00,1175,$AERO added to Binance alpha projects,9561.0,44.0
2025-02-13 09:17:01+00:00,1174,$MORPHO added to Binance alpha projects,13485.0,43.0
2025-02-13 09:15:02+00:00,1173,$ONDO added to Binance alpha projects,22243.0,88.0
2025-02-13 09:11:01+00:00,1172,$IP listed on Hyperliquid futures,17337.0,17.0
2025-02-13 07:37:49+00:00,1171,$RONIN listed on Bybit futures,10028.0,16.0
2025-02-13 07:30:13+00:00,1170,$HEI listed on Binance futures,10614.0,27.0
2025-02-13 06:24:08+00:00,1169,$TRUMP listed on Upbit spot (KRW),25485.0,107.0
2025-02-13 06:01:04+00:00,1168,$OM listed on Bybit spot,8550.0,7.0
2025-02-13 04:30:31+00:00,1167,$IP listed on OKX futures,8300.0,4.0
2025-02-12 21:13:08+00:00,1166,"$POPCAT, $PENGU listed on Coinbase spot",17919.0,113.0
2025-02-12 10:33:27+00:00,1165,$B3 listed on Bybit futures,17527.0,18.0
2025-02-12 04:00:05+00:00,1164,$OM soon on Bybit spot,10327.0,21.0
2025-02-12 03:00:10+00:00,1163,$PI listed on OKX spot,10445.0,48.0
2025-02-11 15:11:52+00:00,1162,$LAYER listed on Hyperliquid futures,8364.0,18.0
2025-02-11 14:22:19+00:00,1161,$SOLAYER listed on Bybit futures,9080.0,7.0
2025-02-11 13:31:14+00:00,1160,$LAYER listed on Binance futures,12962.0,44.0
2025-02-11 11:40:07+00:00,1159,$LAYER listed on OKX futures,8453.0,21.0
2025-02-11 10:50:02+00:00,1158,$LAYER listed on Aevo pre-market,8147.0,7.0
2025-02-11 10:01:32+00:00,1157,$G7 listed on Bybit spot,8110.0,10.0
2025-02-11 07:38:54+00:00,1156,$LAYER listed on Bithumb spot,11486.0,24.0
2025-02-11 07:21:15+00:00,1155,$LAYER listed on Upbit spot (KRW),14054.0,66.0
2025-02-11 06:43:33+00:00,1154,$LAYER added to Binance hodler airdrops,14332.0,81.0
2025-02-11 01:56:31+00:00,1153,$IP listed on Bithumb spot,10361.0,23.0
2025-02-11 01:40:05+00:00,1152,$IP listed on OKX spot,8673.0,20.0
2025-02-11 01:32:08+00:00,1151,$IP listed on Bybit spot,14548.0,38.0
2025-02-10 17:56:12+00:00,1149,$B3 listed on Coinbase spot,25145.0,68.0
2025-02-10 15:00:27+00:00,1148,$IP listed on Coinbase International pre-market,33916.0,141.0
2025-02-10 10:01:23+00:00,1147,$XDC listed on Bybit futures,8437.0,6.0
2025-02-10 09:49:08+00:00,1146,$ELON listed on Bybit futures,13928.0,74.0
2025-02-10 09:00:21+00:00,1145,$DIAM listed on Bybit spot,18782.0,30.0
2025-02-10 02:32:38+00:00,1144,$COOKIE listed on Bithumb spot,9949.0,48.0
2025-02-09 11:37:29+00:00,1143,$TSTBSC listed on Bybit futures,9877.0,38.0
2025-02-09 11:21:22+00:00,1142,$TST listed on Hyperliquid futures,11103.0,56.0
2025-02-09 10:30:13+00:00,1141,"$CHEEMS, $TST listed on Binance futures",22392.0,103.0
2025-02-09 07:10:35+00:00,1140,"$1000CHEEMS, $TST listed on Binance spot",29432.0,270.0
2025-02-08 11:59:02+00:00,1139,$TST added to Binance alpha projects,42173.0,309.0
2025-02-08 05:20:02+00:00,1138,$IP listed on Aevo pre-market,10135.0,12.0
2025-02-07 13:34:45+00:00,1137,"$MORPHO, $PENGU, $POPCAT added to Coinbase roadmap",32154.0,132.0
2025-02-07 11:06:05+00:00,1136,$NIL listed on Bybit pre-market,12631.0,23.0
2025-02-07 10:00:04+00:00,1135,$G7 soon on Bybit spot,11006.0,20.0
2025-02-07 09:00:50+00:00,1134,$B3 listed on Bybit spot,12143.0,20.0
2025-02-07 09:00:04+00:00,1133,$B3 soon on Bybit spot,18089.0,21.0
2025-02-07 06:06:12+00:00,1132,$IP listed on Bybit pre-market,12809.0,43.0
2025-02-06 16:53:13+00:00,1131,$BERA listed on Coinbase spot,20469.0,42.0
2025-02-06 16:00:18+00:00,1130,"$PENGU, $POPCAT, $HNT listed on Coinbase International futures",22340.0,70.0
2025-02-06 14:49:28+00:00,1129,$BERA listed on Coinbase International futures,28449.0,58.0
2025-02-06 13:32:18+00:00,1128,$BERA listed on Bybit futures,9302.0,14.0
2025-02-06 13:15:32+00:00,1127,$BERA listed on Hyperliquid futures,17317.0,37.0
2025-02-06 12:30:13+00:00,1126,$BERA listed on Binance futures,9525.0,35.0
2025-02-06 09:01:42+00:00,1125,$AVL listed on Bybit spot,13906.0,10.0
2025-02-06 07:10:04+00:00,1124,$BERA listed on OKX futures,8927.0,10.0
2025-02-06 04:58:57+00:00,1123,"$JTO, $SCR listed on Upbit spot",11050.0,38.0
2025-02-06 04:56:44+00:00,1122,$BERA listed on Upbit spot (KRW),13044.0,36.0
2025-02-06 03:30:53+00:00,1121,$BERA listed on OKX spot,11430.0,27.0
2025-02-06 01:38:20+00:00,1120,$BERA listed on Bithumb spot,11169.0,33.0
2025-02-05 16:57:13+00:00,1119,$ETHFI listed on Coinbase spot,10673.0,29.0
2025-02-05 13:08:42+00:00,1118,$BERA listed on Bybit spot,8665.0,19.0
2025-02-05 12:51:42+00:00,1117,$BERA soon on Bybit futures,9235.0,19.0
2025-02-05 12:19:15+00:00,1116,$BERA added to Binance hodler airdrops,10931.0,52.0
2025-02-05 04:02:52+00:00,1115,$BERA soon on Bybit spot,20069.0,99.0
2025-02-04 08:00:03+00:00,1114,$AVL soon on Bybit spot,9041.0,11.0
2025-02-03 22:38:40+00:00,1113,"$ETHFI, $TAO added to Coinbase roadmap",14654.0,73.0
2025-01-31 08:17:42+00:00,1112,$VIRTUAL listed on Upbit spot (KRW),24119.0,92.0
2025-01-31 06:15:30+00:00,1110,"$ANIME, $VTHO listed on Bithumb spot",16067.0,22.0
2025-01-30 16:00:22+00:00,1108,"$AXS, $XTZ, $EGLD listed on Coinbase International futures",12547.0,22.0
2025-01-30 04:11:39+00:00,1100,$JELLY listed on Hyperliquid futures,19452.0,87.0
2025-01-29 05:52:23+00:00,1099,$VVV listed on Binance futures,18854.0,68.0
2025-01-28 04:49:58+00:00,1098,$VVV listed on Bybit futures,22573.0,33.0
2025-01-28 01:18:12+00:00,1097,$VVV listed on Hyperliquid futures,17518.0,39.0
2025-01-27 23:25:43+00:00,1096,$VVV listed on Coinbase spot,55916.0,230.0
2025-01-27 07:10:06+00:00,1095,"$AVAAI, $BUZZ, $PIPPIN listed on OKX futures",13297.0,28.0
2025-01-27 06:23:54+00:00,1094,$PINEYE listed on Bybit spot,12397.0,13.0
2025-01-26 09:31:55+00:00,1093,$MICHI listed on Bybit futures,14427.0,57.0
2025-01-26 06:50:05+00:00,1092,$VINE listed on OKX futures,12432.0,10.0
2025-01-26 05:30:09+00:00,1091,$VINE listed on OKX spot,15874.0,70.0
2025-01-24 16:00:30+00:00,1090,"$TOSHI, $GIGA, $GRT listed on Coinbase International futures",15057.0,59.0
2025-01-24 09:27:01+00:00,1089,$ALON added to Binance alpha projects,24135.0,151.0
2025-01-24 09:24:35+00:00,1088,$PLUME listed on Bybit futures,12076.0,4.0
2025-01-24 07:10:09+00:00,1087,"$VINE, $PIPPIN listed on Binance futures",20072.0,144.0
2025-01-24 07:10:05+00:00,1086,"$ARC, $SWARMS, $COOKIE listed on OKX futures",11945.0,13.0
2025-01-24 03:33:04+00:00,1085,$LAYER listed on Bybit pre-market,14653.0,38.0
2025-01-24 01:50:46+00:00,1084,"$AERO, $SOLV listed on Bithumb spot",20165.0,31.0
2025-01-23 15:56:08+00:00,1083,$ANIME listed on Coinbase International futures,13180.0,29.0
